id,source_text,target_text,alt_text
CLEVR_train_5945,What color is the small cylinder next to the large cylinder in the foreground?,"[""SELECT['small cylinder']"", ""SELECT['large cylinder']"", ""FILTER['#2', 'in the foreground']"", ""FILTER['#1', 'next to #3']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is small']"", ""FILTER['#1', 'that is large']"", ""FILTER['#3', 'that is in the foreground']"", ""FILTER['#2', 'next to #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_5946,Is there a cylinder behind the teal cylinder?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that Is teal']"", ""BOOLEAN['#1', 'Is behind #2']""]","[""SELECT['cylinders']"", ""SELECT['teal cylinder']"", ""FILTER['#1', 'behind #2']"", ""BOOLEAN['#3', 'is there anything #REF']""]"
CLEVR_train_5947,What color cube is farthest in back?,"[""SELECT['cube']"", ""FILTER['#1', 'that is farthest in back']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is farthest in the back']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_5949,Is the gold thing in front of the red cylinder?,"[""SELECT['gold thing']"", ""SELECT['red cylinder']"", ""BOOLEAN['#1', 'in front of #2']""]","[""SELECT['the gold thing']"", ""SELECT['the red cylinder']"", ""BOOLEAN['#1', 'in front of #2']""]"
CLEVR_train_595,"Out of the large cylinders, how many are metallic?","[""SELECT['cylinders']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is large']"", ""FILTER['#3', 'that are metallic']"", ""AGGREGATE['count', '#4']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are metallic']"", ""AGGREGATE['count', '#3']""]."
CLEVR_train_5953,is the cylinder thing the same color as the big sphere?,"[""SELECT['cylinder thing']"", ""SELECT['big sphere']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]","[""SELECT['cylinder thing']"", ""SELECT['big sphere']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is same as #4']""]"
CLEVR_train_5955,is the thing that is the furthest back the same shape as the furthest front?,"[""SELECT['things']"", ""FILTER['#1', 'that is furthest back']"", ""FILTER['#1', 'that is furthest front']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']""]","[""SELECT['things']"", ""FILTER['#1', 'that is furthest back']"", ""FILTER['#1', 'that is furthest front']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']""]"
CLEVR_train_5956,How many large things are the same color as the small cube? ,"[""SELECT['the small cube']"", ""PROJECT['color of #REF', '#1']"", ""SELECT['large things']"", ""PROJECT['colors of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the same as #2']"", ""AGGREGATE['count', '#5']""]","[""SELECT['large things']"", ""SELECT['small cube']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is same as #4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_5957,Is the matte sphere the same color as the object in front of the metallic cylinder?,"[""SELECT['the matte sphere']"", ""SELECT['the metallic cylinder']"", ""PROJECT['object in front of #REF', '#2']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#3']"", ""BOOLEAN['#4', 'is the same as #5']""]","[""SELECT['matte sphere']"", ""SELECT['metallic cylinder']"", ""PROJECT['object in front of #REF', '#2']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#3']"", ""BOOLEAN['#4', 'is the same as #5']""]"
CLEVR_train_5958,What color is the ball to the right of the blue cube?,"[""SELECT['ball']"", ""SELECT['blue cube']"", ""FILTER['#1', 'to the right of #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['ball']"", ""SELECT['blue cube']"", ""FILTER['#1', 'to the right of #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_5959,How many things are green objects or yellow matte things?,"[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""SELECT['things']"", ""FILTER['#3', 'that are yellow']"", ""FILTER['#4', 'that are matte']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#5']"", ""ARITHMETIC['sum', '#6', '#7']""]","[""SELECT['green objects']"", ""SELECT['yellow things']"", ""FILTER['#2', 'that are matte']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['sum', '#4', '#5']""]"
CLEVR_train_5962,How many big yellow spheres are there?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are big']"", ""FILTER['#2', 'that are yellow']"", ""AGGREGATE['count', '#3']""]","[""SELECT['large spheres']"", ""FILTER['#1', 'that are yellow']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_5967,Is the object in front of the red ball the same material as itself?,"[""SELECT['object']"", ""SELECT['red ball']"", ""FILTER['#1', 'in front of #2']"", ""PROJECT['material of #REF', '#3']"", ""BOOLEAN['#4', 'the same as itself']""]","[""SELECT['objects']"", ""SELECT['red ball']"", ""FILTER['#1', 'in front of #2']"", ""PROJECT['material of #REF', '#3']"", ""PROJECT['material of #REF', '#4']"", ""BOOLEAN['#5', 'is same as itself']""]"
CLEVR_train_5968,Is the shiny cylinder larger than the purple circle?,"[""SELECT['shiny cylinder']"", ""SELECT['purple circle']"", ""BOOLEAN['#1', 'larger than #2']""]","[""SELECT['the shiny cylinder']"", ""SELECT['the purple circle']"", ""BOOLEAN['#1', 'larger than #2']""]"
CLEVR_train_5972,What is the color of the small cube?,"[""SELECT['cubes']"", ""FILTER['#1', 'that is small']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is small']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_5978,how many shiny green cylinders are there?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are green']"", ""AGGREGATE['count', '#3']""]","[""SELECT['green cylinders']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_5981,What is the small red object behind the green sphere?,"[""SELECT['the green sphere']"", ""SELECT['objects']"", ""FILTER['#2', 'that are small']"", ""FILTER['#3', 'that are red']"", ""FILTER['#4', 'that are behind #1']""]","[""SELECT['small red object']"", ""SELECT['green sphere']"", ""FILTER['#1', 'behind #2']""]"
CLEVR_train_5984,Are the two cylinders here the same size as each other?,"[""SELECT['cylinders']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]","[""SELECT['cylinders']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if the two #REF are equal']""]"
CLEVR_train_5985,what shape is the object being partially covered by the large green sphere?,"[""SELECT['large green sphere']"", ""PROJECT['object partially covered by #REF', '#1']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['large green sphere']"", ""PROJECT['object partially covered by #REF', '#1']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_5987,Which shape is behind the shiny purple one?,"[""SELECT['the shiny purple object']"", ""PROJECT['object behind of #REF', '#1']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are purple']"", ""FILTER['#1', 'behind #3']"", ""PROJECT['shape of #REF', '#4']""]"
CLEVR_train_599,What shape is partially obscured by the gray sphere and is partially obscuring the cyan cubes,"[""SELECT['spheres']"", ""FILTER['#1', 'that is gray']"", ""SELECT['cubes']"", ""FILTER['#3', 'that are cyan']"", ""SELECT['shapes']"", ""FILTER['#5', 'that is partially obscured by #2']"", ""FILTER['#6', 'that is partially obscuring #4']""]","[""SELECT['the gray sphere']"", ""SELECT['the cyan cubes']"", ""SELECT['shapes']"", ""FILTER['#3', 'that are partially obscured by #1']"", ""FILTER['#4', 'that are partially obscuring #2']""]"
CLEVR_train_5992,What is the shape of the small object that does not match another object in color?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is equal to one']"", ""COMPARATIVE['#1', '#2', 'is the same as #4']"", ""PROJECT['shape of #REF', '#5']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']"", ""COMPARATIVE['#1', '#2', 'is the same as #4']"", ""PROJECT['the shape of #REF', '#5']""."
CLEVR_train_5996,What material is the small red cube?,"[""SELECT['cubes']"", ""FILTER['#1', 'that is red']"", ""FILTER['#2', 'that is small']"", ""PROJECT['material of #REF', '#3']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is small']"", ""FILTER['#2', 'that is red']"", ""PROJECT['material of #REF', '#3']""]"
CLEVR_train_5998,How many spheres do you see?,"[""SELECT['spheres']"", ""AGGREGATE['count', '#1']""]","[""SELECT['spheres']"", ""FILTER['#1', 'you see']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_5999,Are there an equal number of matte objects and cylinders?,"[""SELECT['matte objects']"", ""SELECT['cylinders']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['count', '#2']"", ""SELECT['cylinders']"", ""AGGREGATE['count', '#4']"", ""BOOLEAN['#3', 'equal #5']""]"
CLEVR_train_6,Are any objects of the same color and material as the large ball?,"[""SELECT['ball']"", ""FILTER['#1', 'that is large']"", ""SELECT['objects']"", ""DISCARD['#3', '#2']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['colors of #REF', '#4']"", ""PROJECT['material of #REF', '#2']"", ""PROJECT['materials of #REF', '#4']"", ""COMPARATIVE['#4', '#6', 'are the same as #5']"", ""COMPARATIVE['#4', '#8', 'are the same as #7']"", ""INTERSECTION['#4', '#9', '#10']"", ""AGGREGATE['count', '#11']"", ""BOOLEAN['#12', 'is at least one']""]","[""SELECT['the large ball']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""PROJECT['colors of #REF', '#1']"", ""PROJECT['materials of #REF', '#1']"", ""PROJECT['colors of #REF', '#4']"", ""PROJECT['materials of #REF', '#4']"", ""COMPARATIVE['#4', '#6', 'is the same as #2']"", ""COMPARATIVE['#4', '#7', 'is the same as #3']"", ""INTERSECTION['#4', '#5', '#8']"", ""AGGREGATE['count', '#9']"", ""BOOLEAN['#10', 'is higher than zero']""]"
CLEVR_train_60,Are there more purple or green cubes?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are purple']"", ""FILTER['#1', 'that are green']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]","[""SELECT['purple cubes']"", ""SELECT['green cubes']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]"
CLEVR_train_6002,Is there a red cube next to a cyan cylinder?,"[""SELECT['red cube']"", ""SELECT['cyan cylinder']"", ""FILTER['#1', 'next to #2']"", ""BOOLEAN['#3', 'Is there any #REF']""]","[""SELECT['red cube']"", ""SELECT['cyan cylinder']"", ""FILTER['#1', 'next to #2']"", ""BOOLEAN['#3', 'Is there any #REF']""]"
CLEVR_train_6004,Are there eight items?,"[""SELECT['items']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'the same as eight']""]","[""SELECT['items']"", ""BOOLEAN['#1', 'if there are eight of #REF']""]"
CLEVR_train_6005,How many cylinders in this are metallic and shiny?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#1', 'that are shiny']"", ""INTERSECTION['#1', '#2', '#3']"", ""AGGREGATE['count', '#4']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#2', 'that are shiny']"", ""INTERSECTION['#2', '#3', '#4']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_6009,Is the tiny cube in the front the same color as the object that is farthest on the right?,"[""SELECT['tiny cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that is farthest on the right']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']""]","[""SELECT['tiny cube']"", ""FILTER['#1', 'that is in the front']"", ""SELECT['objects']"", ""FILTER['#3', 'that is farthest on the right']"", ""PROJECT['color of #REF', '#2']"", ""PROJECT['color of #REF', '#4']"", ""BOOLEAN['#5', 'is the same as #6']""]"
CLEVR_train_6010,How many objects large and are cylinders.,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#2']""]","[""SELECT['large objects']"", ""FILTER['#1', 'that are cylinders']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6015,Is there more than 1 square?,"[""SELECT['squares']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'higher than 1']""]","[""SELECT['squares']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is more than 1']""]"
CLEVR_train_6016,What is the color of the cube that is not small?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""DISCARD['#1', '#2']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is small']"", ""DISCARD['#1', '#2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_6018,the gray sphere is to the left of what shape?,"[""SELECT['gray sphere']"", ""SELECT['shapes']"", ""FILTER['#2', 'that #1 is to the left of']""]","[""SELECT['gray sphere']"", ""SELECT['shapes']"", ""FILTER['#2', 'that #1 is to the left of']""]"
CLEVR_train_6019,The gold cylinder is what material?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are gold']"", ""PROJECT['the material of #REF', '#2']""]","[""SELECT['gold cylinder']"", ""PROJECT['material of #REF', '#1']""]"
CLEVR_train_6020,What color is the smallestt shiny round object?,"[""SELECT['the smallestt shiny round object']"", ""PROJECT['the color of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are round']"", ""PROJECT['size of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the lowest']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_6021,how many cylinders are not yellow?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is not yellow']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'which are yellow']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6022,Are the gray cylinders the same size as the brown cylinder?,"[""SELECT['gray cylinders']"", ""SELECT['brown cylinder']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#5']"", ""BOOLEAN['#6', 'is equal to #7']""]","[""SELECT['the gray cylinders']"", ""SELECT['the brown cylinder']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_6024,Are there more than one brown object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are brown']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is more than one']""]","[""SELECT['brown object']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'higher than one']""]"
CLEVR_train_6025,what is the object all by itself,"[""SELECT['objects']"", ""FILTER['#1', 'that are all by itself']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is all by itself']""]"
CLEVR_train_6026,What color is the matte block behind the yellow cylinder?,"[""SELECT['the yellow cylinder']"", ""SELECT['blocks']"", ""FILTER['#2', 'that are matte']"", ""FILTER['#3', 'that are behind #1']"", ""PROJECT['the color of #REF', '#4']""]","[""SELECT['blocks']"", ""FILTER['#1', 'that are matte']"", ""SELECT['cylinders']"", ""FILTER['#3', 'that are yellow']"", ""FILTER['#2', 'behind #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_6027,What shape is behind the cyan cylinder?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is cylinder']"", ""FILTER['#2', 'that is cyan']"", ""FILTER['#1', 'that is behind #3']""]","[""SELECT['the cyan cylinder']"", ""SELECT['shapes']"", ""FILTER['#2', 'that are behind #1']""]"
CLEVR_train_6033,What shaped object is to the left most side of the screen?,"[""SELECT['objects']"", ""FILTER['#1', 'that are to the left most side of the screen']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'to the left most side of the screen']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_6037,Are all the green objects matte?,"[""SELECT['green objects']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]","[""SELECT['green objects']"", ""BOOLEAN['#1', 'if all #REF are matte']""]"
CLEVR_train_604,What color is seen in two of the objects?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is two']""]","[""SELECT['objects']"", ""PROJECT['color of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is two']""]"
CLEVR_train_6041,Are all the spheres brown?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are brown']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'and #4 are equal']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are brown']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'equal to #4']""]"
CLEVR_train_6042,How many objects are matte cubes?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cubes']"", ""FILTER['#2', 'which are matte']"", ""AGGREGATE['count', '#3']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6043,Are there more small shapes than there are large shapes?,"[""SELECT['objects']"", ""FILTER['#1', 'that are small']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is higher than #5']""]","[""SELECT['small shapes']"", ""SELECT['large shapes']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than #4']""]"
CLEVR_train_6044,Are there more cubes or spheres in the picture?,"[""SELECT['cubes']"", ""SELECT['spheres']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['cubes']"", ""SELECT['spheres']"", ""FILTER['#1', 'in the picture']"", ""FILTER['#2', 'in the picture']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""BOOLEAN['#5', 'is higher than #6']""]"
CLEVR_train_6047,What material is the red cylinder made of?,"[""SELECT['the red cylinder']"", ""PROJECT['material of #REF', '#1']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""PROJECT['the material #REF are made of', '#2']""]"
CLEVR_train_6049,How many objects of all sizes are cylindrical in shape?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is cylindrical']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is cylindrical']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6050,what matches the color of the cube,"[""SELECT['cube']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['what is same as #REF', '#2']""]","[""SELECT['the cube']"", ""PROJECT['color of #REF', '#1']"", ""SELECT['objects']"", ""DISCARD['#3', '#1']"", ""PROJECT['colors of #REF', '#4']"", ""COMPARATIVE['#4', '#5', 'is equal to #2']""]"
CLEVR_train_6051,What shape is most plentiful?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is most abundant']""]"
CLEVR_train_6052,What is the shape of the small yellow metallic object?,"[""SELECT['the small yellow metallic object']"", ""PROJECT['the shape of #REF', '#1']""]","[""SELECT['small object']"", ""FILTER['#1', 'that is yellow']"", ""FILTER['#2', 'that is metallic']"", ""PROJECT['shape of #REF', '#3']""]"
CLEVR_train_6053,Is there another object the same material and color as the large sphere?,"[""SELECT['the large sphere']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['color of #REF', '#1']"", ""SELECT['objects']"", ""DISCARD['#4', '#1']"", ""PROJECT['materials of #REF', '#5']"", ""PROJECT['colors of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'is the same as #2']"", ""COMPARATIVE['#5', '#7', 'is the same as #3']"", ""INTERSECTION['#5', '#8', '#9']"", ""AGGREGATE['count', '#10']"", ""BOOLEAN['#11', 'is at least one']""]","[""SELECT['objects']"", ""SELECT['large sphere']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['color of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the same as #3']"", ""COMPARATIVE['#1', '#4', 'is the same as #5']"", ""INTERSECTION['#1', '#6', '#7']"", ""BOOLEAN['#8', 'is there any #REF']""]"
CLEVR_train_6055,what item is between the blue and gray cube?,"[""SELECT['cube']"", ""FILTER['#1', 'that is blue']"", ""FILTER['#1', 'that is gray']"", ""SELECT['item']"", ""FILTER['#4', 'betweenleftside #2']"", ""FILTER['#5', 'betweenrightside #3']""]","[""SELECT['items']"", ""SELECT['blue cube']"", ""SELECT['gray cube']"", ""FILTER['#1', 'betweenleftside #2']"", ""FILTER['#5', 'betweenrightside #3']""]"
CLEVR_train_6056,how many balls are there?,"[""SELECT['balls']"", ""AGGREGATE['count', '#1']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are there']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6057,what color is the second cylinder from the left?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that is second from the left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are second from the left']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_6059,Are there fewer balls than cubes?,"[""SELECT['balls']"", ""SELECT['cubes']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'lower than #4']""]","[""SELECT['balls']"", ""AGGREGATE['count', '#1']"", ""SELECT['cubes']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#2', 'is lower than #4']""]"
CLEVR_train_6060,Is the cube the same color as one of the spheres?,"[""SELECT['cube']"", ""SELECT['spheres']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'Is the same as one of the #4']""]","[""SELECT['cube']"", ""SELECT['spheres']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'the same as one of #4']""]"
CLEVR_train_6067,does the item in the center share any qualities in common with the shiny object to its left?,"[""SELECT['objects']"", ""SELECT['items']"", ""FILTER['#2', 'in the center']"", ""FILTER['#1', 'that is shiny']"", ""FILTER['#4', 'on the left of #3']"", ""PROJECT['qualities of #REF', '#3']"", ""PROJECT['qualities of #REF', '#5']"", ""BOOLEAN['if_exist', '#6', 'equal to any #7']""]","[""SELECT['items']"", ""FILTER['#1', 'in the center']"", ""SELECT['objects']"", ""FILTER['#3', 'that are shiny']"", ""FILTER['#4', 'to the left of #2']"", ""PROJECT['qualities of #REF', '#2']"", ""PROJECT['qualities of #REF', '#5']"", ""BOOLEAN['#6', 'are there any #REF']""]"
CLEVR_train_6068,how many objects are purple,"[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]","[""SELECT['purple objects']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_6069,What is the difference between the number of small cubes and the number of large cubes?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['difference', '#4', '#5']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""AGGREGATE['count', '#2']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['difference', '#3', '#5']""]"
CLEVR_train_607,What color is shared by two spheres?,"[""SELECT['spheres']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is two']""]","[""SELECT['colors']"", ""PROJECT['spheres with #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is two']""]"
CLEVR_train_6070,How many purple objects in the picture?,"[""SELECT['purple objects']"", ""AGGREGATE['count', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6073,What color are the large cubes?,"[""SELECT['large cubes']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are large']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_6074,Are all of the shiny objects small?,"[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are small']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'and #5 are equal']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#2', 'that are small']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is equal to zero']""]"
CLEVR_train_6075,How many small cubes are present?,"[""SELECT['small cubes']"", ""AGGREGATE['count', '#1']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are small']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_6076,The brown cylinder is what material?,"[""SELECT['brown cylinder']"", ""PROJECT['material of #REF', '#1']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is brown']"", ""PROJECT['material of #REF', '#2']""]"
CLEVR_train_6077,Is there a small metal sphere?,"[""SELECT['a sphere']"", ""FILTER['#1', 'that is small']"", ""FILTER['#2', 'that is metal']"", ""BOOLEAN['#3', 'if there is #REF']""]","[""SELECT['small metal sphere']"", ""BOOLEAN['#1', 'Is there any #REF']""]"
CLEVR_train_6078,How many spheres in the picture?,"[""SELECT['spheres']"", ""FILTER['#1', 'in the picture']"", ""AGGREGATE['count', '#2']""]","[""SELECT['spheres']"", ""FILTER['#1', 'in the picture']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_6081,How many cylinders are behind the shiny spheres?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are shiny']"", ""SELECT['cylinders']"", ""FILTER['#3', 'that are behind any #2']"", ""AGGREGATE['count', '#4']""]","[""SELECT['cylinders']"", ""SELECT['spheres']"", ""FILTER['#2', 'that are shiny']"", ""FILTER['#1', 'that are behind #3']"", ""AGGREGATE['count', '#4']""]"
